symbol,S,K,r,sigma,T,isCall
AMD_P_405_1109,401.33,405.92,0.0338,0.1692,0.4086,0
TSLA_C_119_1110,137.01,119.66,0.0488,0.3029,1.8962,1
AMZN_C_452_1111,422.16,452.91,0.0313,0.3937,0.2679,1
AMD_C_108_1112,94.75,108.88,0.0328,0.2741,1.3564,1
TSLA_P_297_1113,280.50,297.08,0.0456,0.2733,1.0453,0
MSFT_P_166_1114,155.41,166.16,0.0302,0.3984,0.7194,0
GOOGL_C_49_1115,53.48,49.47,0.0345,0.2252,0.4051,1
TSLA_P_272_1116,315.01,272.03,0.0448,0.2714,0.8043,0
NVDA_P_399_1117,418.09,399.19,0.0401,0.2566,1.8145,0
AMZN_P_378_1118,384.63,378.08,0.0460,0.3735,1.2716,0
META_P_356_1119,418.96,356.24,0.0316,0.3159,0.4025,0
MSFT_P_170_1120,185.63,170.82,0.0322,0.3679,1.7800,0
SPY_C_203_1121,187.34,203.70,0.0328,0.2702,0.8927,1
NVDA_P_432_1122,387.76,432.94,0.0396,0.3392,0.7239,0
AMZN_C_142_1123,141.78,142.82,0.0426,0.3737,0.4882,1
TSLA_C_264_1124,257.20,264.08,0.0452,0.1736,0.8318,1
NVDA_P_384_1125,411.53,384.28,0.0471,0.3948,1.3855,0
SPY_P_228_1126,199.84,228.86,0.0411,0.3141,1.0817,0
SPY_P_126_1127,143.53,126.89,0.0491,0.2037,1.1131,0
AAPL_P_312_1128,362.82,312.25,0.0302,0.2122,1.6462,0
GOOGL_P_264_1129,245.20,264.32,0.0317,0.2581,1.7425,0
QQQ_P_327_1130,300.45,327.95,0.0401,0.2343,0.2328,0
SPY_P_458_1131,433.25,458.74,0.0373,0.2704,1.1386,0
AMD_P_488_1132,443.64,488.65,0.0389,0.3844,1.1526,0
NVDA_C_109_1133,110.01,109.62,0.0484,0.1617,0.9699,1
QQQ_P_414_1134,459.91,414.66,0.0378,0.1536,0.4279,0
QQQ_P_409_1135,440.53,409.13,0.0468,0.2377,1.7013,0
AMD_C_178_1136,176.44,178.77,0.0319,0.1567,0.3905,1
MSFT_C_174_1137,160.65,174.88,0.0496,0.3699,1.3147,1
MSFT_C_223_1138,210.84,223.69,0.0321,0.2315,1.9650,1
GOOGL_C_285_1139,327.86,285.07,0.0450,0.1949,0.8684,1
AMD_C_73_1140,64.48,73.78,0.0393,0.2190,1.7969,1
TSLA_C_439_1141,470.50,439.14,0.0374,0.1853,1.6834,1
MSFT_C_235_1142,245.05,235.06,0.0439,0.1878,1.7634,1
AMZN_C_108_1143,117.26,108.83,0.0472,0.1718,1.1430,1
MSFT_P_216_1144,223.46,216.19,0.0372,0.2704,0.8035,0
AMD_P_195_1145,211.22,195.17,0.0490,0.3072,0.5934,0
GOOGL_C_270_1146,285.29,270.38,0.0309,0.2493,0.6554,1
AAPL_P_504_1147,461.05,504.67,0.0448,0.3190,1.4171,0
TSLA_P_428_1148,451.41,428.46,0.0472,0.3075,0.9689,0
MSFT_P_124_1149,125.61,124.56,0.0445,0.3595,1.7587,0
AAPL_P_434_1150,453.89,434.42,0.0335,0.2516,0.9837,0
AAPL_C_317_1151,292.08,317.42,0.0336,0.2359,0.9554,1
SPY_C_414_1152,405.26,414.11,0.0379,0.2220,0.3692,1
SPY_C_305_1153,358.62,305.09,0.0496,0.3348,1.0484,1
META_C_99_1154,98.20,99.13,0.0446,0.2043,0.1610,1
META_C_88_1155,87.72,88.02,0.0388,0.3873,0.9151,1
GOOGL_C_219_1156,215.24,219.45,0.0336,0.1955,1.1185,1
META_P_216_1157,189.07,216.51,0.0303,0.2845,1.1466,0
AMZN_C_122_1158,141.75,122.05,0.0487,0.3421,0.3653,1
MSFT_C_292_1159,317.64,292.35,0.0410,0.3583,0.9366,1
TSLA_P_325_1160,318.48,325.98,0.0315,0.2474,0.1343,0
QQQ_C_224_1161,226.15,224.30,0.0384,0.3367,0.2926,1
GOOGL_P_313_1162,277.61,313.71,0.0419,0.3369,0.8253,0
TSLA_C_411_1163,462.97,411.69,0.0415,0.2241,1.3495,1
SPY_C_456_1164,407.18,456.36,0.0393,0.1982,1.6825,1
MSFT_P_114_1165,113.21,114.69,0.0416,0.2955,0.5317,0
AAPL_P_339_1166,308.49,339.66,0.0465,0.3247,1.9816,0
MSFT_P_291_1167,268.30,291.64,0.0379,0.2804,0.5300,0
QQQ_P_122_1168,136.01,122.50,0.0332,0.1766,1.0402,0
MSFT_C_273_1169,304.95,273.25,0.0415,0.2579,1.6325,1
AMD_C_94_1170,85.09,94.17,0.0418,0.2747,1.4950,1
AMZN_P_308_1171,313.12,308.25,0.0446,0.2391,0.8427,0
AMD_C_272_1172,291.96,272.38,0.0420,0.2401,0.8608,1
SPY_C_159_1173,185.76,159.30,0.0456,0.3834,1.6395,1
SPY_P_470_1174,486.16,470.49,0.0372,0.1808,0.9446,0
NVDA_C_162_1175,163.84,162.62,0.0386,0.3641,1.4752,1
MSFT_C_364_1176,354.15,364.07,0.0483,0.3122,0.1913,1
SPY_P_485_1177,474.94,486.00,0.0391,0.3495,1.8985,0
SPY_P_451_1178,450.32,451.39,0.0484,0.2345,1.0862,0
MSFT_P_100_1179,115.34,100.92,0.0374,0.2444,1.6981,0
META_P_235_1180,221.33,235.22,0.0379,0.2149,0.6944,0
AMD_P_215_1181,212.60,215.22,0.0352,0.2453,1.7005,0
META_C_205_1182,201.65,205.26,0.0391,0.3976,0.6697,1
MSFT_C_257_1183,238.48,257.33,0.0484,0.3650,1.3174,1
TSLA_P_432_1184,480.21,432.91,0.0371,0.2870,1.5721,0
AMD_C_273_1185,239.74,273.36,0.0409,0.1536,1.1520,1
AAPL_C_107_1186,104.62,107.27,0.0473,0.2823,0.4412,1
NVDA_C_69_1187,75.86,69.03,0.0413,0.2889,1.1779,1
META_C_297_1188,342.61,297.98,0.0427,0.3187,0.2070,1
SPY_P_132_1189,120.29,132.80,0.0319,0.2027,1.0462,0
QQQ_C_117_1190,116.57,117.14,0.0372,0.1780,0.6379,1
MSFT_P_54_1191,53.98,54.63,0.0382,0.3118,1.9394,0
AMZN_C_42_1192,50.12,42.76,0.0336,0.3283,1.9008,1
MSFT_C_400_1193,456.95,400.48,0.0340,0.3012,1.2012,1
NVDA_P_84_1194,95.93,84.88,0.0390,0.1832,1.9180,0
AAPL_P_111_1195,118.25,111.88,0.0466,0.1852,0.7084,0
GOOGL_P_295_1196,335.93,295.72,0.0408,0.2081,0.2599,0
TSLA_C_281_1197,304.43,281.26,0.0314,0.2134,1.3517,1
MSFT_P_411_1198,443.17,411.73,0.0316,0.2191,1.8036,0
MSFT_P_474_1199,433.07,474.37,0.0349,0.2576,0.6857,0
AMD_P_139_1200,139.21,139.38,0.0461,0.3774,1.1672,0
META_P_303_1201,340.37,303.42,0.0338,0.2501,1.1926,0
NVDA_C_206_1202,211.79,206.73,0.0492,0.1738,0.9843,1
GOOGL_C_505_1203,485.76,505.44,0.0461,0.1908,1.0654,1
QQQ_C_184_1204,193.07,184.23,0.0493,0.1737,1.0927,1
MSFT_P_356_1205,311.13,356.49,0.0313,0.2546,1.7574,0
GOOGL_P_333_1206,291.89,333.57,0.0415,0.3739,0.9865,0
GOOGL_P_395_1207,447.12,395.41,0.0392,0.3893,0.3152,0
AAPL_C_175_1208,188.08,175.61,0.0353,0.2010,1.9984,1
GOOGL_C_419_1209,478.48,419.48,0.0366,0.1699,1.8136,1
TSLA_P_375_1210,421.47,375.55,0.0317,0.1736,0.9839,0
AMD_P_153_1211,141.70,153.26,0.0450,0.3052,0.6121,0
TSLA_C_193_1212,214.91,193.97,0.0389,0.2568,1.0930,1
GOOGL_C_383_1213,422.68,383.57,0.0335,0.2514,1.7322,1
META_P_326_1214,339.19,326.97,0.0383,0.2613,0.4906,0
SPY_C_118_1215,107.00,118.95,0.0312,0.1975,0.6993,1
AMZN_P_164_1216,171.39,164.78,0.0455,0.1591,0.3521,0
MSFT_C_371_1217,384.37,371.70,0.0349,0.3308,0.9146,1
TSLA_C_417_1218,389.85,417.41,0.0478,0.3030,0.9208,1
AAPL_P_142_1219,148.05,143.00,0.0454,0.1727,1.1318,0
META_P_345_1220,394.98,345.34,0.0317,0.2936,0.3897,0
MSFT_P_275_1221,320.59,275.04,0.0457,0.3139,1.7133,0
AMD_P_75_1222,72.92,75.02,0.0498,0.2946,1.3891,0
AMZN_P_400_1223,398.48,400.15,0.0395,0.1932,1.9826,0
AAPL_C_227_1224,245.63,227.97,0.0478,0.3909,0.2434,1
SPY_C_374_1225,412.16,374.21,0.0379,0.3055,1.3663,1
AMZN_C_216_1226,245.94,216.30,0.0440,0.3681,1.4968,1
SPY_C_321_1227,326.40,321.19,0.0483,0.2517,1.7677,1
META_P_467_1228,493.40,467.77,0.0342,0.3591,0.5343,0
QQQ_P_292_1229,285.56,292.03,0.0432,0.3129,1.5742,0
MSFT_P_432_1230,452.53,432.71,0.0321,0.3710,1.5821,0
GOOGL_C_531_1231,490.32,531.51,0.0325,0.1559,1.3385,1
AMZN_P_482_1232,446.69,482.61,0.0488,0.1523,1.2240,0
AAPL_P_377_1233,404.94,377.20,0.0465,0.2733,0.3443,0
TSLA_P_492_1234,498.86,492.51,0.0324,0.2760,0.6689,0
TSLA_P_95_1235,110.19,95.14,0.0358,0.1721,0.6941,0
META_P_284_1236,324.33,284.48,0.0465,0.3207,0.5962,0
SPY_P_252_1237,264.28,252.19,0.0350,0.2452,0.1235,0
AAPL_C_475_1238,479.25,475.32,0.0311,0.3734,0.6200,1
QQQ_C_222_1239,202.58,222.16,0.0439,0.2310,0.6821,1
SPY_P_344_1240,317.07,344.13,0.0393,0.3620,0.4414,0
TSLA_C_431_1241,455.27,431.39,0.0353,0.2812,1.9756,1
META_C_449_1242,392.94,449.10,0.0482,0.3746,1.4729,1
SPY_C_172_1243,179.55,172.72,0.0409,0.2189,0.5980,1
QQQ_C_392_1244,354.74,393.00,0.0375,0.3818,0.5324,1
QQQ_P_449_1245,458.83,449.25,0.0422,0.3690,0.6043,0
QQQ_P_62_1246,72.08,62.66,0.0434,0.3129,0.7036,0
NVDA_C_388_1247,371.27,388.98,0.0474,0.2094,1.1169,1
QQQ_P_339_1248,356.13,339.83,0.0495,0.1605,0.2588,0
GOOGL_C_228_1249,218.27,228.47,0.0371,0.2493,0.7008,1
META_P_465_1250,448.86,465.01,0.0433,0.1597,1.4652,0
NVDA_P_445_1251,469.07,445.08,0.0491,0.3084,1.6912,0
META_P_242_1252,237.28,242.95,0.0455,0.2942,1.3652,0
MSFT_P_160_1253,180.30,160.48,0.0407,0.2691,0.5415,0
MSFT_C_135_1254,127.63,135.90,0.0486,0.2431,0.7391,1
TSLA_P_216_1255,199.20,216.67,0.0346,0.3817,1.9902,0
META_C_460_1256,412.51,460.58,0.0400,0.2871,1.8784,1
TSLA_C_172_1257,173.03,172.23,0.0335,0.2307,1.4409,1
GOOGL_P_358_1258,419.99,358.32,0.0377,0.3469,1.7272,0
META_C_307_1259,351.20,307.45,0.0436,0.3979,1.3015,1
QQQ_C_341_1260,317.26,341.73,0.0357,0.1999,1.9011,1
GOOGL_C_339_1261,383.78,339.93,0.0467,0.2323,1.0607,1
AMD_C_165_1262,177.07,165.13,0.0311,0.2792,1.4504,1
SPY_P_302_1263,305.00,302.33,0.0481,0.2402,1.8455,0
NVDA_P_504_1264,485.54,504.22,0.0341,0.1680,1.9470,0
AAPL_C_339_1265,353.84,339.45,0.0305,0.2330,0.6440,1
AAPL_C_108_1266,110.18,108.50,0.0398,0.2079,1.6995,1
META_C_312_1267,329.42,312.40,0.0432,0.3519,0.1985,1
AMD_P_113_1268,118.57,113.22,0.0440,0.2389,0.3052,0
META_C_201_1269,227.58,201.79,0.0330,0.3525,0.9252,1
MSFT_C_221_1270,195.27,221.82,0.0353,0.3465,1.1460,1
NVDA_C_203_1271,212.25,203.56,0.0309,0.3667,1.8718,1
TSLA_C_64_1272,69.35,64.92,0.0331,0.2546,0.4976,1
SPY_P_332_1273,339.68,332.57,0.0330,0.3493,1.8680,0
META_C_128_1274,132.22,128.92,0.0372,0.2879,1.8497,1
MSFT_C_82_1275,83.16,82.30,0.0358,0.2362,0.9405,1
META_P_240_1276,240.78,240.01,0.0494,0.1999,1.7484,0
TSLA_P_203_1277,221.72,203.77,0.0492,0.2186,0.5143,0
SPY_C_505_1278,492.23,505.38,0.0303,0.3648,0.1113,1
TSLA_C_476_1279,476.67,476.68,0.0384,0.3832,0.6582,1
GOOGL_P_335_1280,299.49,335.44,0.0344,0.3415,1.8457,0
SPY_P_355_1281,326.26,355.87,0.0386,0.3730,0.8741,0
AMD_C_94_1282,97.59,94.52,0.0418,0.2858,1.5186,1
MSFT_C_353_1283,396.26,353.44,0.0415,0.2674,1.6945,1
AAPL_P_51_1284,50.98,51.01,0.0325,0.2588,1.6299,0
SPY_P_56_1285,54.87,56.74,0.0457,0.1867,1.2781,0
META_P_196_1286,194.90,196.33,0.0446,0.1851,1.0954,0
AMD_P_303_1287,285.81,303.18,0.0390,0.1522,1.8113,0
NVDA_P_553_1288,487.77,553.70,0.0310,0.3382,0.5085,0
SPY_P_54_1289,59.33,54.99,0.0349,0.3911,0.5368,0
AAPL_P_361_1290,354.13,361.87,0.0429,0.2962,1.5683,0
SPY_P_399_1291,387.57,399.48,0.0364,0.3306,1.4838,0
META_C_305_1292,347.64,305.68,0.0451,0.3970,1.0413,1
AMD_P_96_1293,86.64,96.32,0.0457,0.3720,1.2348,0
AMZN_P_407_1294,409.89,407.08,0.0497,0.3607,0.5763,0
META_C_305_1295,337.49,305.48,0.0364,0.1626,0.4689,1
AMD_C_262_1296,229.67,262.06,0.0471,0.3582,0.8723,1
MSFT_C_355_1297,343.47,355.81,0.0456,0.1878,1.8080,1
GOOGL_C_294_1298,291.40,294.45,0.0327,0.3866,1.5584,1
NVDA_C_217_1299,217.59,217.67,0.0476,0.2361,1.8424,1
QQQ_C_328_1300,319.64,328.04,0.0389,0.2575,0.3695,1
SPY_C_138_1301,157.33,138.15,0.0425,0.1971,0.3964,1
AAPL_C_362_1302,399.82,362.16,0.0494,0.3692,0.4259,1
MSFT_P_181_1303,190.49,181.17,0.0487,0.2911,0.2460,0
GOOGL_C_203_1304,184.73,203.06,0.0343,0.3994,1.8053,1
TSLA_C_319_1305,365.47,319.49,0.0460,0.3206,1.1717,1
SPY_C_261_1306,300.04,261.46,0.0335,0.2825,1.4020,1
AMD_P_248_1307,257.98,248.76,0.0345,0.3726,0.1181,0
AAPL_C_149_1308,164.08,149.92,0.0325,0.3303,1.7661,1
MSFT_P_235_1309,248.42,235.77,0.0397,0.3245,0.7263,0
SPY_C_151_1310,169.78,151.43,0.0495,0.3134,1.0703,1
MSFT_P_239_1311,270.08,239.59,0.0466,0.3341,0.1265,0
AMD_C_412_1312,476.11,412.66,0.0402,0.3523,1.4972,1
MSFT_C_345_1313,304.42,345.93,0.0463,0.1902,1.6020,1
QQQ_C_222_1314,197.97,222.96,0.0320,0.3642,0.4698,1
TSLA_P_59_1315,62.80,59.65,0.0418,0.3683,0.7773,0
MSFT_C_209_1316,223.85,209.31,0.0353,0.1571,0.5515,1
TSLA_P_205_1317,228.48,205.76,0.0351,0.3541,1.6898,0
QQQ_C_239_1318,246.12,239.24,0.0410,0.2503,1.7106,1
MSFT_C_222_1319,257.78,222.89,0.0487,0.3867,0.6509,1
NVDA_C_196_1320,212.78,196.93,0.0490,0.3516,1.0016,1
GOOGL_C_217_1321,216.46,217.84,0.0421,0.2115,0.9503,1
MSFT_P_152_1322,169.68,152.68,0.0457,0.2526,0.3974,0
TSLA_C_293_1323,273.30,293.57,0.0378,0.3669,1.9629,1
AMD_C_109_1324,109.51,109.48,0.0344,0.2550,0.4097,1
SPY_C_170_1325,158.34,170.99,0.0352,0.3955,1.8596,1
QQQ_P_467_1326,490.58,467.55,0.0406,0.3185,1.5631,0
TSLA_C_430_1327,396.30,430.39,0.0337,0.2908,1.5254,1
GOOGL_C_484_1328,479.73,484.19,0.0462,0.3166,0.5066,1
MSFT_C_135_1329,124.72,135.94,0.0311,0.2900,1.2986,1
NVDA_C_327_1330,321.90,327.91,0.0446,0.1955,1.4562,1
MSFT_P_228_1331,204.93,228.61,0.0349,0.3686,0.2029,0
META_C_307_1332,300.20,307.91,0.0319,0.1997,1.1635,1
NVDA_P_118_1333,104.22,118.77,0.0327,0.3012,1.3232,0
AMD_C_195_1334,221.36,195.29,0.0338,0.3124,1.4654,1
NVDA_P_175_1335,187.61,175.36,0.0325,0.1814,1.0605,0
META_C_352_1336,380.81,352.87,0.0395,0.3402,0.9664,1
QQQ_P_214_1337,199.79,214.25,0.0376,0.2333,1.0019,0
AMD_P_423_1338,477.15,423.52,0.0431,0.2035,0.3948,0
SPY_P_427_1339,393.44,427.07,0.0480,0.3616,0.9955,0
META_P_106_1340,111.33,106.35,0.0463,0.3169,0.2119,0
QQQ_C_56_1341,56.86,56.16,0.0441,0.2382,1.2064,1
NVDA_C_262_1342,235.86,262.93,0.0495,0.2330,1.5101,1
QQQ_P_433_1343,470.05,433.73,0.0404,0.1769,0.8249,0
AMZN_C_354_1344,370.54,354.68,0.0304,0.2934,0.4449,1
QQQ_P_262_1345,252.95,262.36,0.0432,0.1755,0.6286,0
QQQ_P_236_1346,209.92,236.75,0.0490,0.1804,0.3532,0
NVDA_P_411_1347,360.67,411.76,0.0493,0.2462,0.2440,0
AAPL_P_428_1348,412.04,428.18,0.0438,0.2854,0.6787,0
META_P_203_1349,202.44,203.62,0.0440,0.3806,1.3393,0
QQQ_C_378_1350,410.06,378.25,0.0333,0.3993,0.6096,1
MSFT_P_102_1351,96.74,102.65,0.0309,0.3829,0.9200,0
GOOGL_C_93_1352,83.68,93.67,0.0465,0.2832,1.2109,1
AAPL_P_316_1353,288.97,316.52,0.0480,0.2903,1.0212,0
QQQ_C_375_1354,390.26,375.74,0.0446,0.3227,0.3756,1
AMD_P_348_1355,330.66,348.84,0.0408,0.2081,1.3620,0
AMZN_P_57_1356,55.88,57.25,0.0349,0.2720,1.9021,0
MSFT_C_477_1357,476.60,477.99,0.0428,0.1691,0.7998,1
AAPL_P_132_1358,140.90,132.37,0.0415,0.2483,1.1233,0
GOOGL_C_154_1359,156.38,154.17,0.0491,0.3161,0.8997,1
QQQ_C_526_1360,497.01,526.48,0.0409,0.1537,1.6157,1
TSLA_C_376_1361,436.33,376.70,0.0442,0.2139,0.8895,1
META_C_116_1362,117.57,116.50,0.0378,0.3297,0.4408,1
SPY_C_246_1363,270.22,246.56,0.0334,0.1639,0.5606,1
META_C_125_1364,127.74,125.49,0.0462,0.3775,1.6698,1
META_C_131_1365,143.69,131.82,0.0495,0.2162,1.5047,1
QQQ_C_129_1366,144.59,129.57,0.0340,0.2062,0.3954,1
AAPL_C_492_1367,473.83,492.55,0.0420,0.2651,1.7636,1
AMZN_P_254_1368,299.17,254.31,0.0471,0.3898,1.4376,0
AMD_C_126_1369,136.35,126.25,0.0497,0.3049,1.3908,1
NVDA_P_55_1370,52.37,55.90,0.0498,0.3047,1.7432,0
NVDA_P_78_1371,68.42,78.09,0.0354,0.3311,1.7461,0
GOOGL_P_117_1372,133.62,117.04,0.0437,0.2954,1.2753,0
AMD_P_287_1373,257.90,287.84,0.0497,0.3937,0.7392,0
AMZN_C_134_1374,149.06,134.64,0.0411,0.3228,1.6486,1
AMZN_C_52_1375,57.16,52.95,0.0421,0.2416,1.7885,1
GOOGL_P_444_1376,465.08,444.72,0.0464,0.2919,0.2873,0
MSFT_P_223_1377,210.28,223.23,0.0393,0.3788,1.0247,0
META_P_404_1378,351.99,404.63,0.0478,0.2202,0.9259,0
SPY_P_344_1379,333.24,344.45,0.0357,0.3630,0.2246,0
AMD_P_321_1380,338.69,321.77,0.0470,0.3147,1.1505,0
NVDA_C_206_1381,204.26,206.30,0.0494,0.3748,0.1145,1
META_P_241_1382,267.40,241.06,0.0457,0.3519,1.6246,0
MSFT_P_343_1383,334.40,343.37,0.0364,0.2791,1.2758,0
AAPL_P_317_1384,293.42,317.46,0.0487,0.3169,1.7757,0
QQQ_P_559_1385,497.15,559.39,0.0437,0.2600,1.6567,0
QQQ_C_542_1386,488.96,542.92,0.0305,0.2109,1.6883,1
AMZN_C_411_1387,372.97,411.22,0.0384,0.2588,0.8834,1
MSFT_C_269_1388,287.34,269.64,0.0406,0.2895,1.2564,1
AMD_C_223_1389,256.06,223.60,0.0499,0.3179,0.3846,1
AAPL_P_253_1390,222.53,253.35,0.0484,0.2827,1.7963,0
AMD_P_478_1391,475.53,478.34,0.0443,0.2404,0.9704,0
QQQ_C_316_1392,360.69,316.55,0.0318,0.2797,1.3555,1
AMD_P_347_1393,305.31,347.01,0.0363,0.3503,0.4387,0
META_C_54_1394,50.97,54.83,0.0387,0.2666,0.9723,1
AMD_C_135_1395,142.50,135.64,0.0376,0.1876,0.8606,1
MSFT_C_332_1396,366.72,332.43,0.0401,0.1649,1.0494,1
MSFT_P_54_1397,50.94,54.48,0.0356,0.2230,0.6811,0
MSFT_P_501_1398,456.77,501.81,0.0472,0.3325,1.8147,0
NVDA_P_196_1399,226.69,196.22,0.0303,0.3816,1.0378,0
NVDA_P_349_1400,392.54,349.37,0.0318,0.1519,1.5085,0
AMD_C_139_1401,155.79,139.75,0.0458,0.1845,0.4442,1
SPY_P_372_1402,327.52,372.76,0.0432,0.3460,1.1945,0
AAPL_P_309_1403,327.20,309.36,0.0382,0.3107,0.9492,0
QQQ_P_252_1404,249.71,252.19,0.0393,0.3306,1.4209,0
QQQ_C_217_1405,189.56,217.14,0.0351,0.1971,0.5780,1
QQQ_P_443_1406,396.74,443.31,0.0410,0.2875,1.4501,0
MSFT_C_216_1407,224.91,216.18,0.0425,0.3553,1.6852,1
SPY_C_424_1408,484.73,424.70,0.0370,0.2983,1.4862,1
GOOGL_C_190_1409,194.60,190.44,0.0435,0.3083,1.0415,1
NVDA_P_253_1410,281.26,253.10,0.0419,0.1555,1.2845,0
MSFT_P_294_1411,307.77,294.79,0.0433,0.2682,1.1478,0
TSLA_P_327_1412,314.34,327.92,0.0325,0.1563,0.5447,0
AMD_C_54_1413,55.99,54.09,0.0494,0.2428,0.5412,1
QQQ_P_321_1414,328.00,321.13,0.0464,0.2174,1.8349,0
MSFT_P_449_1415,482.75,449.78,0.0346,0.2618,1.2599,0
NVDA_C_131_1416,136.57,131.08,0.0416,0.2473,0.7765,1
NVDA_C_554_1417,497.59,554.25,0.0323,0.1723,0.8077,1
SPY_P_87_1418,94.63,87.93,0.0324,0.1845,0.5257,0
MSFT_P_98_1419,104.17,98.50,0.0449,0.1768,0.6010,0
MSFT_P_294_1420,267.65,294.20,0.0345,0.1578,1.0167,0
SPY_P_392_1421,369.14,392.08,0.0446,0.2316,1.8576,0
AAPL_C_434_1422,419.31,434.72,0.0317,0.1566,0.2898,1
META_P_128_1423,146.27,128.96,0.0329,0.1908,0.0859,0
AMD_C_298_1424,294.46,298.35,0.0398,0.3971,0.9720,1
TSLA_P_200_1425,181.72,200.90,0.0394,0.2791,0.9720,0
AMZN_C_150_1426,131.83,150.19,0.0422,0.2863,1.6481,1
AMZN_P_227_1427,215.63,227.52,0.0314,0.1719,1.0556,0
AMD_C_473_1428,435.73,473.71,0.0351,0.1856,0.6844,1
GOOGL_P_342_1429,355.81,342.93,0.0307,0.2900,1.0215,0
GOOGL_C_264_1430,280.66,264.44,0.0475,0.1941,1.1012,1
TSLA_P_61_1431,56.71,61.84,0.0322,0.3688,1.3603,0
MSFT_C_292_1432,309.52,292.54,0.0486,0.2230,0.7110,1
TSLA_C_461_1433,408.05,461.73,0.0417,0.1601,0.8325,1
AMZN_P_423_1434,456.79,423.35,0.0493,0.2246,0.1865,0
AMD_C_307_1435,277.46,307.26,0.0404,0.2374,1.5902,1
AAPL_P_290_1436,267.91,290.54,0.0459,0.3866,1.1578,0
NVDA_C_344_1437,338.30,344.23,0.0395,0.3076,0.2841,1
META_C_130_1438,141.41,130.55,0.0488,0.2807,1.8513,1
AMD_C_78_1439,80.46,78.88,0.0312,0.1603,1.2184,1
GOOGL_P_103_1440,93.96,103.82,0.0388,0.1977,0.0892,0
GOOGL_C_229_1441,222.06,229.95,0.0392,0.1802,1.7781,1
QQQ_C_291_1442,332.37,291.65,0.0475,0.3700,0.8240,1
META_C_273_1443,285.15,273.81,0.0344,0.2982,1.3091,1
TSLA_P_331_1444,331.65,331.50,0.0488,0.3787,0.6560,0
META_P_480_1445,460.65,480.59,0.0476,0.1689,0.4878,0
MSFT_C_509_1446,450.85,509.70,0.0496,0.1900,1.5108,1
TSLA_C_462_1447,404.90,462.41,0.0459,0.3750,1.6063,1
QQQ_P_223_1448,202.50,223.71,0.0393,0.2085,1.0618,0
TSLA_C_371_1449,416.77,371.28,0.0382,0.2559,1.6795,1
GOOGL_P_499_1450,485.90,499.48,0.0450,0.3449,1.9247,0
AMD_P_65_1451,75.01,65.81,0.0349,0.1987,0.9012,0
SPY_P_396_1452,355.59,396.58,0.0437,0.3951,1.6124,0
SPY_P_101_1453,101.69,101.04,0.0385,0.3799,0.7242,0
QQQ_P_245_1454,219.58,245.07,0.0439,0.2953,1.4106,0
META_C_122_1455,122.29,122.37,0.0458,0.3398,1.7254,1
MSFT_P_340_1456,299.96,340.76,0.0386,0.2041,1.1482,0
MSFT_C_323_1457,303.69,323.26,0.0480,0.2279,1.2510,1
AAPL_P_316_1458,327.49,316.02,0.0305,0.3922,1.4715,0
QQQ_C_158_1459,173.70,158.75,0.0345,0.3625,0.7637,1
NVDA_C_271_1460,274.30,271.19,0.0470,0.2362,1.0236,1
QQQ_C_119_1461,140.55,119.66,0.0332,0.2097,0.7885,1
AMD_P_187_1462,172.54,187.85,0.0355,0.3089,0.2131,0
AMD_P_143_1463,133.20,143.97,0.0498,0.3169,1.4183,0
AAPL_P_116_1464,119.76,116.81,0.0377,0.3622,0.3810,0
GOOGL_P_381_1465,413.95,381.24,0.0445,0.1700,1.2224,0
GOOGL_P_256_1466,276.42,256.37,0.0465,0.3349,1.2577,0
TSLA_P_290_1467,285.56,290.68,0.0434,0.1604,0.5861,0
AMZN_P_327_1468,381.75,327.27,0.0496,0.2440,1.4026,0
AAPL_C_59_1469,53.71,59.49,0.0318,0.2848,1.1581,1
NVDA_C_237_1470,207.69,237.63,0.0349,0.2631,1.4916,1
META_C_164_1471,174.57,164.55,0.0417,0.2101,0.8879,1
AMZN_C_65_1472,57.62,65.23,0.0477,0.3706,1.1585,1
AMZN_P_266_1473,252.54,266.84,0.0364,0.3386,0.3262,0
AMZN_C_108_1474,116.97,108.89,0.0395,0.2483,1.4052,1
AAPL_P_69_1475,62.04,69.71,0.0447,0.3008,0.4722,0
NVDA_P_318_1476,350.90,318.33,0.0405,0.2731,1.4038,0
TSLA_C_139_1477,154.71,139.94,0.0382,0.3219,1.3327,1
GOOGL_C_145_1478,128.98,145.28,0.0448,0.2370,0.4857,1
MSFT_C_63_1479,70.71,63.28,0.0322,0.2926,1.0762,1
NVDA_P_194_1480,194.94,194.94,0.0476,0.3728,0.5717,0
SPY_C_275_1481,249.44,275.71,0.0473,0.2006,0.2596,1
MSFT_P_203_1482,179.33,203.22,0.0481,0.1849,1.0678,0
META_P_65_1483,64.08,65.85,0.0314,0.2492,0.5099,0
AAPL_P_381_1484,352.99,381.25,0.0347,0.3204,0.3541,0
AMD_C_288_1485,268.15,288.78,0.0465,0.1669,1.7671,1
QQQ_C_277_1486,317.87,277.94,0.0480,0.2077,0.2911,1
MSFT_P_324_1487,333.09,324.68,0.0342,0.1662,0.9297,0
GOOGL_P_226_1488,253.68,226.32,0.0405,0.3969,1.0643,0
META_C_137_1489,136.81,137.77,0.0399,0.3790,0.6570,1
SPY_P_96_1490,86.28,96.11,0.0345,0.2787,0.7693,0
